,brand,model,price,mileage,year,location,body_type,fuel,power,transmission,color,engine_size
1309,Renault,Clio,32900.0,130000.0,2013.0,Tunis,Citadine,Essence,5.0,Manuelle,Rouge,
1310,Kia,Rio 5P,34300.0,180000.0,2014.0,Tunis,Citadine,Essence,5.0,Manuelle,Blanc,
1311,Skoda,Fabia,,55000.0,2017.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Rouge,
1312,Peugeot,Landtrek Double Cabine,92500.0,25000.0,2021.0,Ben Arous,4 X 4,Diesel,7.0,Manuelle,Gris,
1313,Fiat,Grande Punto,26000.0,140000.0,2017.0,Ariana,Citadine,Essence,4.0,Manuelle,Blanc,
1314,Citroen,C3,40000.0,113000.0,2017.0,Nabeul,Citadine,Essence,4.0,Manuelle,Rouge,
1315,Skoda,Octavia,42000.0,210000.0,2017.0,Sousse,Berline,Essence,8.0,Automatique,Noir,
1316,Mazda,Bt 50,60000.0,185000.0,2017.0,Kasserine,Pick Up,Diesel,9.0,Manuelle,Noir,
1317,Mercedes Benz,Classe E,195000.0,67000.0,2017.0,Sousse,Citadine,Essence,10.0,Automatique,Gris,
1318,Toyota,Prado,189000.0,20000.0,2017.0,Tunis,4 X 4,Essence,11.0,Manuelle,Blanc,
1319,Mercedes Benz,Classe C,127000.0,71000.0,2017.0,Tunis,Berline,Diesel,6.0,Automatique,Gris,
1320,Renault,Symbol,26000.0,176000.0,2009.0,Ariana,Compacte,Essence,5.0,Manuelle,Gris,
1321,Mercedes Benz,Classe A,90000.0,36500.0,2017.0,Ariana,Compacte,Essence,6.0,Manuelle,Noir,
1322,Mazda,3,55000.0,183000.0,2017.0,Ariana,Compacte,Essence,6.0,Manuelle,Bleu,
1323,Toyota,Rav 4,35000.0,140000.0,2007.0,Ariana,4 X 4,Essence,9.0,Automatique,Noir,
1324,Hyundai,I10,37500.0,67000.0,2020.0,Manouba,Berline,Essence,4.0,Automatique,Rouge,
1325,Land Rover,Range Rover Evoque,169000.0,84000.0,2016.0,Ariana,4 X 4,Diesel,9.0,Automatique,Blanc,
1326,Nissan,Micra,25500.0,177000.0,2013.0,Ben Arous,Citadine,Essence,5.0,Automatique,Noir,
1327,Ford,Fiesta,33500.0,116000.0,2017.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Bleu,
1328,Fiat,Panda,37000.0,26000.0,2019.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Gris,
1329,Nissan,Qashqai,83000.0,105000.0,2018.0,Ariana,4 X 4,Essence,6.0,Manuelle,Noir,
1330,Peugeot,208,27000.0,144000.0,2014.0,Ben Arous,Autres,Essence,5.0,Manuelle,Noir,
1331,Volkswagen,Golf 7,48500.0,220000.0,2013.0,Sousse,Compacte,Diesel,5.0,Manuelle,Noir,
1332,Mg,5,80300.0,43000.0,2021.0,Ariana,Berline,Essence,7.0,Automatique,Noir,
1333,Nissan,Qashqai,39500.0,210000.0,2011.0,Tunis,Autres,Diesel,6.0,Manuelle,Gris,
1334,Renault,Clio,43000.0,101000.0,2015.0,Sousse,Citadine,Essence,5.0,Manuelle,Gris,
1335,Peugeot,2008,,37000.0,2021.0,Tunis,Monospace,Essence,6.0,Manuelle,Gris,
1336,Fiat,Grande Punto,29500.0,133000.0,2014.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Blanc,
1337,Peugeot,Expert,46000.0,114000.0,2018.0,Ariana,Utilitaire,Diesel,6.0,Manuelle,Gris,
1338,Volkswagen,Polo,27400.0,270000.0,2012.0,Sousse,Citadine,Essence,5.0,Manuelle,Gris,
1339,Haval,H6,85000.0,58500.0,2019.0,Sfax,Berline,Essence,9.0,Automatique,Noir,
1340,Mercedes Benz,Cla,128000.0,35000.0,2018.0,Ariana,Berline,Essence,6.0,Automatique,Blanc,
1341,Ssangyong,Tivoli,68000.0,46000.0,2020.0,Ariana,Autres,Essence,6.0,Manuelle,Noir,
1342,Mercedes Benz,Classe E,83000.0,143000.0,2015.0,Ben Arous,Berline,Essence,10.0,Automatique,Noir,
1343,Kia,Picanto,28000.0,91000.0,2014.0,Ariana,Citadine,Essence,4.0,Manuelle,Noir,
1344,Volkswagen,Caddy,46000.0,112000.0,2017.0,Nabeul,Utilitaire,Diesel,5.0,Manuelle,Blanc,
1345,Fiat,Doblo,27000.0,126500.0,2016.0,Bizerte,Autres,Diesel,5.0,Manuelle,Blanc,
1346,Seat,Leon Cupra,118000.0,100000.0,2018.0,Ariana,Compacte,Essence,17.0,Automatique,Noir,
1347,Mercedes Benz,Classe A,54000.0,157000.0,2013.0,Tunis,Citadine,Diesel,6.0,Manuelle,Noir,
1348,Mercedes Benz,Classe C,47500.0,250000.0,2010.0,Ariana,Berline,Essence,9.0,Automatique,Noir,
1349,Fiat,Punto Pop,24500.0,191000.0,2015.0,Tunis,Citadine,Essence,4.0,Manuelle,Blanc,
1350,Citroen,C4,34000.0,267000.0,2012.0,Tunis,Citadine,Diesel,5.0,Manuelle,Gris,
1351,Mahindra,Kuv 100,,4000.0,2021.0,Tunis,Citadine,Essence,5.0,Manuelle,Rouge,
1352,Bmw,Serie 5,117000.0,140000.0,2017.0,Sousse,Berline,Essence,9.0,Automatique,Noir,
1353,Hyundai,Accent,,8000.0,2022.0,Tunis,Berline,Essence,6.0,Automatique,Noir,
1354,Suzuki,Swift,54000.0,5500.0,2022.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Blanc,
1355,Volkswagen,Golf 8,119000.0,15000.0,2021.0,Tunis,Compacte,Essence,6.0,Manuelle,Gris,
1356,Volkswagen,Golf 8,145000.0,34000.0,2021.0,Tunis,Citadine,Essence,6.0,Automatique,Noir,
1357,Volkswagen,Golf 8,129000.0,11000.0,2021.0,Tunis,Compacte,Essence,6.0,Manuelle,Blanc,
1358,Toyota,C Hr,81000.0,85000.0,2019.0,Tunis,4 X 4,Essence,6.0,Automatique,Gris,
1359,Kia,Sportage,89000.0,98000.0,2016.0,Tunis,4 X 4,Diesel,6.0,Manuelle,Blanc,
1360,Haval,H6,88000.0,50000.0,2019.0,Tunis,4 X 4,Essence,9.0,Automatique,Marron,
1361,Chery,Tiggo 8,99000.0,50000.0,2021.0,Tunis,4 X 4,Essence,9.0,Automatique,Gris,
1362,Mahindra,Kuv 100,35000.0,38000.0,2019.0,Ben Arous,Autres,Essence,5.0,Manuelle,Gris,
1363,Volkswagen,Golf 7,73000.0,63000.0,2016.0,Sfax,Citadine,Essence,5.0,Manuelle,Blanc,
1364,Ford,Focus,,118000.0,2017.0,Tunis,Compacte,Essence,6.0,Automatique,Gris,
1365,Bmw,Serie 1 5P,22500.0,210000.0,2008.0,Manouba,Compacte,Essence,7.0,Manuelle,Noir,
1366,Audi,S5,145000.0,64000.0,2018.0,Tunis,Berline,Essence,24.0,Automatique,Vert,
1367,Volkswagen,Golf 5,26000.0,30000.0,2004.0,Nabeul,Autres,Diesel,6.0,Manuelle,Gris,
1368,Smart,Fortwo,71000.0,56000.0,2018.0,Sousse,Cabriolet,Essence,4.0,Automatique,Rouge,
1369,Ford,Fiesta,34500.0,110000.0,2016.0,Sfax,Citadine,Essence,5.0,Manuelle,Blanc,
1370,Bmw,Serie 3 Coupe,,214000.0,2010.0,Ben Arous,Coupé,Essence,7.0,Manuelle,Blanc,
1371,Volkswagen,Touareg,33000.0,205000.0,2006.0,Ben Arous,4 X 4,Diesel,7.0,Automatique,Noir,
1372,Volkswagen,Golf 7,68000.0,89000.0,2019.0,Tunis,Citadine,Essence,6.0,Automatique,Noir,
1373,Ford,Focus,39000.0,150000.0,2017.0,Tunis,Autres,Essence,6.0,Manuelle,Autre,
1374,Volkswagen,Tiguan,135000.0,90000.0,2017.0,Tunis,4 X 4,Essence,8.0,Automatique,Gris,
1375,Mercedes Benz,Glc,290000.0,40000.0,2021.0,Tunis,Compacte,Essence,11.0,Automatique,Blanc,
1376,Ford,Ecosport,,75000.0,2018.0,Tunis,4 X 4,Essence,7.0,Manuelle,Gris,
1377,Ford,Focus,50000.0,48000.0,2018.0,Tunis,Autres,Essence,7.0,Automatique,Bleu,
1378,Kia,Rio 5P,42000.0,129000.0,2017.0,Ariana,Autres,Essence,5.0,Manuelle,Bleu,
1379,Mercedes Benz,Glc Coupe,280000.0,24500.0,2019.0,Sousse,Coupé,Hybride,12.0,Automatique,Gris,
1380,Mahindra,Kuv 100,35800.0,56600.0,2020.0,Ariana,Citadine,Essence,5.0,Manuelle,Rouge,
1381,Citroen,C4,38500.0,134000.0,2015.0,Sfax,Citadine,Essence,6.0,Manuelle,Gris,
1382,Citroen,Ds3,34000.0,47200.0,2012.0,Tunis,Citadine,Essence,5.0,Manuelle,Rouge,
1383,Haval,H2,57500.0,170000.0,2017.0,Ariana,4 X 4,Essence,9.0,Manuelle,Bleu,
1384,Renault,Captur,41000.0,165000.0,2015.0,Mahdia,4 X 4,Essence,6.0,Manuelle,Gris,
1385,Land Rover,Range Rover Velar,330000.0,38000.0,2018.0,Sousse,4 X 4,Essence,15.0,Automatique,Blanc,
1386,Mazda,Cx 9,47000.0,158900.0,2010.0,Nabeul,4 X 4,Essence,15.0,Automatique,Gris,
1387,Peugeot,308,42000.0,105000.0,2014.0,Sousse,Berline,Essence,5.0,Manuelle,Blanc,
1388,Dacia,Dokker Van,21900.0,156228.0,2016.0,Tunis,Utilitaire,Diesel,6.0,Manuelle,Gris,
1389,Mercedes Benz,Classe C,100000.0,263000.0,2017.0,Tunis,Berline,Essence,8.0,Automatique,Noir,
1390,Land Rover,Range Rover Sport,315000.0,74000.0,2016.0,Tunis,4 X 4,Essence,24.0,Automatique,Noir,
1391,Volkswagen,Touareg,165000.0,189000.0,2016.0,Tunis,4 X 4,Diesel,12.0,Automatique,Noir,
1392,Ford,Fiesta,33000.0,130000.0,2016.0,Tunis,Citadine,Essence,5.0,Manuelle,Gris,
1393,Seat,Leon,42500.0,130000.0,2016.0,Tunis,Berline,Essence,6.0,Manuelle,Noir,
1394,Ford,Fiesta,34000.0,95600.0,2016.0,Ariana,Citadine,Essence,5.0,Manuelle,Bleu,
1395,Volkswagen,Amarok,92000.0,167000.0,2016.0,Tunis,Pick Up,Diesel,7.0,Manuelle,Gris,
1396,Renault,Megane,25800.0,315000.0,2009.0,Ben Arous,Citadine,Diesel,5.0,Manuelle,Gris,
1397,Peugeot,5008,45000.0,241000.0,2012.0,Ben Arous,Monospace,Diesel,6.0,Manuelle,Gris,
1398,Renault,Kadjar,86000.0,42800.0,2019.0,Sousse,4 X 4,Essence,7.0,Automatique,Gris,
1399,Kia,Rio,42000.0,175000.0,2016.0,Ben Arous,Berline,Essence,5.0,Manuelle,Bleu,
1400,Kia,Rio 5P,45000.0,54000.0,2015.0,Ben Arous,Coupé,Essence,5.0,Manuelle,Marron,
1401,Suzuki,Sj Samurai,18000.0,,1984.0,Nabeul,Cabriolet,Essence,6.0,Manuelle,Bleu,
1402,Nissan,Juke,50000.0,145000.0,2017.0,Tunis,Autres,Essence,6.0,Automatique,Noir,
1403,Dacia,Sandero Stepway,38000.0,130000.0,2014.0,Sousse,Berline,Essence,5.0,Manuelle,Rouge,
1404,Volkswagen,Golf 7,42500.0,145000.0,2012.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Bleu,
1405,Mercedes Benz,Classe A,63000.0,220000.0,2016.0,Tunis,Berline,Diesel,4.0,Manuelle,Noir,
1406,Kia,Picanto,32800.0,95000.0,2017.0,Tunis,Compacte,Essence,4.0,Manuelle,Gris,
1407,Fiat,Punto Evo,23500.0,200000.0,2012.0,Ben Arous,Compacte,Essence,4.0,Manuelle,Gris,
1408,Audi,A7 Sportback,120000.0,220000.0,2011.0,Sousse,Berline,Diesel,15.0,Automatique,Gris,
1409,Toyota,Tundra,230000.0,96000.0,2014.0,Sousse,4 X 4,Essence,22.0,Automatique,Noir,
1410,Mercedes Benz,Classe E,95000.0,168000.0,2014.0,Sousse,Berline,Essence,9.0,Automatique,Noir,
1411,Kia,Rio 5P,49500.0,63000.0,2020.0,Tunis,Coupé,Essence,5.0,Manuelle,Blanc,
1412,Bmw,X1,118000.0,70000.0,2017.0,Tunis,Citadine,Essence,7.0,Automatique,Blanc,
1413,Mg,Zs,86000.0,11000.0,2022.0,Tunis,Compacte,Essence,7.0,Automatique,Blanc,
1414,Toyota,Corolla 5P,73000.0,18000.0,2020.0,Tunis,Citadine,Essence,6.0,Manuelle,Noir,
1415,Suzuki,Swift,49500.0,22000.0,2021.0,Tunis,Citadine,Essence,5.0,Automatique,Bleu,
1416,Toyota,C Hr,79000.0,52000.0,2018.0,Tunis,Compacte,Essence,6.0,Manuelle,Blanc,
1417,Mg,Zs,91800.0,10000.0,2022.0,Tunis,Compacte,Essence,7.0,Manuelle,Noir,
1418,Volkswagen,Golf 8,,11000.0,2021.0,Tunis,Compacte,Essence,6.0,Automatique,Noir,
1419,Volkswagen,Golf 7,78000.0,50000.0,2018.0,Tunis,Compacte,Essence,5.0,Manuelle,Blanc,
1420,Mini,Countryman,47000.0,155000.0,2011.0,Tunis,Compacte,Essence,7.0,Automatique,Blanc,
1421,Mercedes Benz,Gla,109000.0,65000.0,2016.0,Tunis,Autres,Essence,8.0,Automatique,Noir,
1422,Mercedes Benz,Classe C,140000.0,113000.0,2015.0,Tunis,Citadine,Essence,8.0,Automatique,Noir,
1423,Mg,Gs,60000.0,65000.0,2017.0,Tunis,Compacte,Essence,9.0,Automatique,Noir,
1424,Bmw,Serie 3,29500.0,220000.0,2003.0,Ariana,Berline,Diesel,7.0,Manuelle,Bleu,
1425,Citroen,C3,39000.0,129700.0,2017.0,Sfax,Compacte,Essence,4.0,Manuelle,Autre,
1426,Nissan,Qashqai,63500.0,162000.0,2014.0,Sousse,Autres,Diesel,5.0,Manuelle,Gris,
1427,Land Rover,Range Rover Sport,62000.0,168000.0,2007.0,Ariana,4 X 4,Essence,32.0,Automatique,Noir,
1428,Ford,Focus,42000.0,166000.0,2016.0,Tunis,Compacte,Essence,6.0,Manuelle,Gris,
1429,Mitsubishi,L200 Simple Cabine,35000.0,500000.0,2007.0,Ariana,Utilitaire,Diesel,10.0,Manuelle,Blanc,
1430,Suzuki,Dzire,35000.0,66000.0,2020.0,Nabeul,Berline,Essence,5.0,Manuelle,Gris,
1431,Hyundai,Grand I10,50000.0,25000.0,2021.0,Sfax,Citadine,Essence,5.0,Manuelle,Noir,
1432,Mazda,Cx 5,69800.0,178000.0,2016.0,Ariana,4 X 4,Essence,9.0,Automatique,Bleu,
1433,Audi,A5 Coupe,75500.0,170000.0,2013.0,Ben Arous,Coupé,Diesel,9.0,Automatique,Noir,
1434,Mazda,3 Sedan,71000.0,110000.0,2018.0,Ariana,Berline,Essence,6.0,Manuelle,Blanc,
1435,Seat,Exeo,30000.0,162000.0,2012.0,Tunis,Berline,Essence,7.0,Manuelle,Noir,
1436,Volkswagen,Golf 5,25000.0,258000.0,2006.0,Tunis,Autres,Diesel,6.0,Manuelle,Noir,
1437,Isuzu,Trooper,12000.0,418000.0,1988.0,Sfax,4 X 4,Diesel,9.0,Manuelle,Blanc,
1438,Chery,Arrizo 5,48000.0,75000.0,2020.0,Ben Arous,Berline,Essence,7.0,Manuelle,Noir,
1439,Renault,Kangoo,20000.0,292000.0,2012.0,Sfax,Utilitaire,Diesel,5.0,Manuelle,Blanc,
1440,Renault,Clio,39500.0,76000.0,2015.0,Ariana,Citadine,Essence,5.0,Manuelle,Blanc,
1441,Peugeot,2008,45000.0,130000.0,2016.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,
1442,Volkswagen,Polo,30000.0,162000.0,2017.0,Tunis,Compacte,Essence,4.0,Manuelle,Noir,
1443,Kia,Cerato,38000.0,300000.0,2013.0,Ben Arous,Citadine,Essence,7.0,Manuelle,Noir,
1444,Kia,Rio 5P,52000.0,37000.0,2020.0,Sfax,Citadine,Essence,5.0,Manuelle,Gris,
1445,Mg,Hs,97000.0,10000.0,2022.0,Tunis,Compacte,Essence,10.0,Automatique,Blanc,
1446,Hyundai,I20,,14000.0,2022.0,Ariana,Citadine,Essence,5.0,Manuelle,Noir,
1447,Kia,Sportage,119000.0,50000.0,2018.0,Tunis,4 X 4,Diesel,10.0,Automatique,Gris,
1448,Seat,Ibiza,29500.0,122000.0,2015.0,Ariana,Citadine,Essence,5.0,Manuelle,Noir,
1449,Mercedes Benz,Gla,95000.0,123000.0,2016.0,Tunis,Autres,Essence,8.0,Automatique,Gris,
1450,Kia,Sportage,85000.0,75000.0,2018.0,Tunis,4 X 4,Essence,8.0,Automatique,Gris,
1451,Seat,Leon,76500.0,110000.0,2020.0,Tunis,Compacte,Essence,6.0,Manuelle,Gris,
1452,Seat,Arona,55000.0,136000.0,2018.0,Gabes,Autres,Essence,6.0,Manuelle,Bleu,
1453,Mg,Gs,65000.0,75000.0,2017.0,Ben Arous,4 X 4,Essence,9.0,Automatique,Orange,
1454,Haval,H2,65000.0,87000.0,2018.0,Sfax,4 X 4,Essence,9.0,Automatique,Noir,
1455,Hyundai,I20,27500.0,180000.0,2014.0,Manouba,Citadine,Essence,4.0,Manuelle,Gris,
1456,Porsche,Cayenne,165000.0,160000.0,2011.0,Ben Arous,4 X 4,Essence,21.0,Automatique,Noir,
1457,Volkswagen,Polo,11000.0,250000.0,1999.0,Mahdia,Autres,Essence,5.0,Manuelle,Gris,
1458,Renault,Clio,42500.0,58500.0,2020.0,Sousse,Citadine,Essence,5.0,Manuelle,Gris,
1459,Mitsubishi,Pajero,56000.0,297000.0,2001.0,Nabeul,4 X 4,Diesel,12.0,Manuelle,Noir,
1460,Kia,Sportage,65000.0,210000.0,2013.0,Tunis,4 X 4,Diesel,8.0,Manuelle,Gris,
1461,Bmw,Serie 1 5P,46000.0,175000.0,2010.0,Tunis,Coupé,Essence,7.0,Automatique,Noir,
1462,Bmw,Serie 5,62000.0,151000.0,2009.0,Siliana,Berline,Essence,9.0,Automatique,Noir,
1463,Renault,Kadjar,86000.0,27000.0,2021.0,Tunis,Compacte,Essence,7.0,Automatique,Bleu,
1464,Chevrolet,Sonic,45500.0,11700.0,2021.0,Tunis,Compacte,Essence,6.0,Automatique,Bleu,
1465,Renault,Clio,38500.0,51000.0,2018.0,Ariana,Citadine,Essence,4.0,Manuelle,Noir,
1466,Jaguar,Xj,159000.0,140000.0,2018.0,Ariana,Berline,Essence,16.0,Automatique,Vert,
1467,Land Rover,Range Rover Evoque,292000.0,40000.0,2019.0,Gafsa,4 X 4,Hybride,10.0,Automatique,Autre,
1468,Kia,Sportage,47000.0,278000.0,2010.0,Tunis,4 X 4,Diesel,10.0,Manuelle,Blanc,
1469,Toyota,Corolla 5P,71000.0,24000.0,2022.0,Tunis,Citadine,Essence,6.0,Manuelle,Noir,
1470,Bmw,Serie 5,60000.0,214000.0,2008.0,Médenine,Berline,Diesel,10.0,Manuelle,Noir,
1471,Ssangyong,Tivoli,58000.0,71000.0,2017.0,Ariana,Autres,Essence,6.0,Manuelle,Gris,
1472,Seat,Leon,63000.0,85000.0,2019.0,Tunis,Compacte,Essence,6.0,Manuelle,Gris,
1473,Hyundai,Grand I10,30000.0,280000.0,2015.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,
1474,Volkswagen,Golf 7,53000.0,117000.0,2013.0,Monastir,Compacte,Essence,5.0,Manuelle,Noir,
1475,Fiat,Panda,37000.0,19000.0,2020.0,Ariana,Citadine,Essence,4.0,Manuelle,Noir,
1476,Nissan,Qashqai,75000.0,70000.0,2017.0,Tunis,4 X 4,Essence,6.0,Automatique,Blanc,
1477,Nissan,Qashqai2,82500.0,62000.0,2018.0,Ben Arous,Berline,Essence,6.0,Manuelle,Gris,
1478,Volkswagen,Golf 8,95000.0,4500.0,2021.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Gris,
1479,Volkswagen,Golf 7,68000.0,89000.0,2016.0,Sfax,Berline,Essence,5.0,Manuelle,Noir,
1480,Mazda,Cx 5,60000.0,250000.0,2014.0,Sfax,4 X 4,Essence,9.0,Automatique,Blanc,
1481,Bmw,X1,138000.0,60000.0,2019.0,Monastir,Autres,Essence,7.0,Automatique,Blanc,
1482,Peugeot,508,56000.0,86000.0,2016.0,Monastir,Citadine,Essence,7.0,Automatique,Autre,
1483,Mercedes Benz,Classe C,110000.0,180000.0,2018.0,Sousse,Berline,Essence,9.0,Automatique,Autre,
1484,Mazda,Bt 50,41000.0,317000.0,2015.0,Médenine,4 X 4,Diesel,9.0,Manuelle,Blanc,
1485,Honda,City,42000.0,136000.0,2017.0,Sousse,Berline,Essence,7.0,Manuelle,Autre,
1486,Audi,Q3,95000.0,63000.0,2018.0,Ariana,Autres,Essence,8.0,Automatique,Noir,
1487,Mg,Zs,85000.0,6750.0,2022.0,Tunis,4 X 4,Essence,7.0,Automatique,Gris,
1488,Renault,Megane,58000.0,124000.0,2018.0,Sousse,Berline,Diesel,5.0,Manuelle,Gris,
1489,Seat,Leon,39000.0,145000.0,2013.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Rouge,
1490,Mercedes Benz,Classe C,110000.0,101000.0,2017.0,Ariana,Berline,Essence,8.0,Automatique,Noir,
1491,Bmw,Serie 3,45900.0,240000.0,2010.0,Manouba,Berline,Essence,7.0,Manuelle,Noir,
1492,Volkswagen,Passat,63000.0,182000.0,2016.0,Nabeul,Berline,Essence,7.0,Manuelle,Noir,
1493,Volkswagen,Passat,30000.0,332000.0,2009.0,Ariana,Berline,Diesel,7.0,Manuelle,Noir,
1494,Peugeot,206 Plus,20000.0,160000.0,2010.0,Nabeul,Citadine,Essence,4.0,Manuelle,Bleu,
1495,Honda,City,39500.0,138000.0,2017.0,Tunis,Berline,Essence,7.0,Manuelle,Noir,
1496,Bmw,Serie 4 Gran Coupe,155000.0,18000.0,2019.0,Ben Arous,Autres,Essence,7.0,Automatique,Noir,
1497,Bmw,Serie 5,222000.0,27000.0,2021.0,Ben Arous,Berline,Essence,10.0,Automatique,Blanc,
1498,Bmw,Serie 7,65000.0,200000.0,2008.0,Tunis,Berline,Essence,22.0,Automatique,Blanc,
1499,Ford,Fiesta,23000.0,172000.0,2011.0,Ben Arous,Autres,Essence,5.0,Manuelle,Noir,
1500,Renault,Megane,25000.0,260000.0,2011.0,Ben Arous,Compacte,Diesel,5.0,Manuelle,Blanc,
1501,Nissan,Patrol,60000.0,170000.0,2005.0,Sousse,4 X 4,Diesel,17.0,Manuelle,Autre,
1502,Mg,Hs,129900.0,17000.0,2022.0,Tunis,Autres,Essence,9.0,Automatique,Noir,
1503,Volkswagen,Golf 8,108000.0,12000.0,2021.0,Ariana,Autres,Essence,6.0,Manuelle,Blanc,
1504,Volkswagen,Golf 7,52000.0,168000.0,2017.0,Nabeul,Compacte,Essence,5.0,Manuelle,Noir,
1505,Volkswagen,Golf 7,48000.0,208000.0,2014.0,Ariana,Berline,Essence,5.0,Manuelle,Noir,
1506,Volkswagen,Passat,88000.0,116000.0,2018.0,Sousse,Berline,Essence,6.0,Manuelle,Noir,
1507,Toyota,C Hr,82000.0,120000.0,2018.0,Sousse,Berline,Essence,6.0,Automatique,Gris,
1508,Peugeot,301,30000.0,110000.0,2018.0,Sousse,Berline,Essence,5.0,Manuelle,Noir,
1509,Kia,Rio,33000.0,200000.0,2014.0,Médenine,Berline,Essence,5.0,Manuelle,Noir,
1510,Mercedes Benz,Classe C,128000.0,90000.0,2017.0,Tunis,Citadine,Essence,8.0,Automatique,Blanc,
1511,Peugeot,508,57000.0,100000.0,2017.0,Tunis,Berline,Essence,7.0,Automatique,Noir,
1512,Mercedes Benz,Classe C,139000.0,130000.0,2015.0,Tunis,Berline,Essence,8.0,Automatique,Blanc,
1513,Toyota,C Hr,84000.0,60000.0,2020.0,Tunis,Autres,Essence,6.0,Automatique,Autre,
1514,Nissan,Qashqai,84000.0,63000.0,2019.0,Tunis,4 X 4,Essence,6.0,Automatique,Gris,
1515,Volkswagen,Golf 7,89000.0,160000.0,2018.0,Tunis,Compacte,Essence,6.0,Automatique,Blanc,
1516,Citroen,Saxo,,116250.0,2001.0,Tunis,Citadine,Essence,4.0,Manuelle,Blanc,
1517,Fiat,Punto Easy,21000.0,123337.0,2010.0,Ariana,Citadine,Essence,5.0,Manuelle,Rouge,
1518,Peugeot,407,19000.0,,2007.0,Tunis,Autres,Essence,9.0,Automatique,Noir,
1519,Citroen,C4,45000.0,75000.0,2017.0,Sousse,Compacte,Essence,6.0,Manuelle,Noir,
1520,Kia,Rio 5P,43500.0,63000.0,2016.0,Tunis,Berline,Essence,5.0,Manuelle,Gris,
1521,Bmw,Serie 2 Gran Coupe,144000.0,37000.0,2020.0,Tunis,Berline,Essence,8.0,Automatique,Blanc,
1522,Mg,Zs,62000.0,87000.0,2019.0,Ben Arous,Autres,Essence,7.0,Manuelle,Noir,
1523,Peugeot,407,33000.0,168200.0,2006.0,Sousse,Berline,Diesel,9.0,Automatique,Gris,
1524,Hyundai,Tucson,120000.0,59000.0,2020.0,Sfax,4 X 4,Essence,8.0,Automatique,Blanc,
1525,Opel,Crossland,65000.0,5112.0,2021.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,
1526,Mercedes Benz,Classe C,135000.0,150000.0,2020.0,Tunis,Berline,Essence,9.0,Automatique,Noir,
1527,Hyundai,I20,51000.0,45000.0,2020.0,Tunis,Compacte,Essence,5.0,Manuelle,Noir,
1528,Renault,Clio,21000.0,278000.0,2002.0,Sousse,Citadine,Essence,5.0,Manuelle,Noir,
1529,Mazda,Cx 9,40000.0,149000.0,2009.0,Sfax,4 X 4,Essence,20.0,Automatique,Noir,
1530,Ds,3,42000.0,52000.0,2016.0,Manouba,Coupé,Essence,5.0,Manuelle,Blanc,
1531,Peugeot,Pickup,48000.0,71500.0,2020.0,Nabeul,4 X 4,Diesel,8.0,Manuelle,Blanc,
1532,Mitsubishi,Pajero,30000.0,213000.0,2000.0,Kébili,4 X 4,Diesel,11.0,Manuelle,Bleu,
1533,Peugeot,301,20000.0,195000.0,2013.0,Sousse,Berline,Essence,5.0,Manuelle,Marron,
1534,Mg,Hs,95000.0,31000.0,2021.0,Ben Arous,4 X 4,Essence,10.0,Automatique,Bleu,
1535,Mini,3 Portes,27500.0,250000.0,2009.0,Sousse,Berline,Essence,5.0,Manuelle,Rouge,
1536,Peugeot,208,26000.0,111000.0,2017.0,Nabeul,Berline,Essence,5.0,Manuelle,Blanc,
1537,Fiat,500,39000.0,116256.0,2017.0,Ariana,Utilitaire,Essence,4.0,Automatique,Blanc,
1538,Hyundai,Ix35,44000.0,127000.0,2010.0,Tunis,4 X 4,Essence,9.0,Automatique,Blanc,
1539,Fiat,Doblo,30000.0,151000.0,2017.0,Bizerte,Autres,Diesel,5.0,Manuelle,Blanc,
1540,Citroen,C3,35000.0,76000.0,2017.0,Sfax,Compacte,Essence,4.0,Manuelle,Rouge,
1541,Audi,A4,33500.0,196000.0,2009.0,Nabeul,Citadine,Essence,9.0,Manuelle,Gris,
1542,Audi,A3,78000.0,88000.0,2018.0,Ariana,Berline,Essence,6.0,Manuelle,Gris,
1543,Hyundai,Ix35,79000.0,80000.0,2016.0,Tunis,4 X 4,Diesel,9.0,Automatique,Gris,
1544,Porsche,Cayenne,150000.0,190000.0,2011.0,Tunis,4 X 4,Essence,21.0,Automatique,Noir,
1545,Ssangyong,Xlv,58000.0,150000.0,2019.0,Ariana,Autres,Essence,7.0,Manuelle,Blanc,
1546,Volkswagen,Golf 6,38000.0,260000.0,2009.0,Monastir,Citadine,Essence,5.0,Manuelle,Gris,
1547,Hyundai,Grand I10,34500.0,103200.0,2018.0,Médenine,Citadine,Essence,5.0,Manuelle,Gris,
1548,Bmw,Serie 3,68000.0,189000.0,2018.0,Ariana,Autres,Essence,7.0,Automatique,Blanc,
1549,Mazda,3,57000.0,155000.0,2017.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Gris,
