,brand,model,price,mileage,year,location,body_type,fuel,power,transmission,color,engine_size
2835,Chrysler,300C,,79000.0,2007.0,Sousse,Compacte,Essence,17.0,Automatique,Noir,3.5
2836,Volkswagen,Scirocco,23000.0,180000.0,2010.0,Ben Arous,Compacte,Essence,9.0,Manuelle,Blanc,1.4
2837,Volkswagen,Passat,35000.0,233000.0,2010.0,Gabes,Autres,Essence,7.0,Manuelle,Autre,1.6
2838,Volkswagen,Passat,35000.0,150000.0,2009.0,Sousse,Berline,Diesel,6.0,Manuelle,Gris,2.0
2839,Renault,Kangoo,11000.0,450000.0,2002.0,Nabeul,Autres,Diesel,7.0,Manuelle,Blanc,1.6
2840,Opel,Corsa,,,,Sfax,Autres,Essence,0.0,Manuelle,Blanc,1.2
2841,Volkswagen,Passat,111111.0,130000.0,2008.0,Manouba,Autres,Diesel,7.0,Manuelle,Gris,1.9
2842,Bmw,Série 1,,,2014.0,Gafsa,Autres,Essence,7.0,Manuelle,Blanc,1.6
2843,Autres,Autre,68000.0,102000.0,2017.0,Ariana,Autres,Essence,9.0,Manuelle,Bleu,1.5
2844,Mitsubishi,Pajero Sport,43000.0,,2001.0,Sfax,4 X 4,Diesel,10.0,Manuelle,Bleu,2.4
2845,Ford,Escort,9000.0,250000.0,1998.0,Ben Arous,Autres,Essence,5.0,Manuelle,Rouge,4.0
2846,Peugeot,308,42000.0,80000.0,2015.0,Sousse,Berline,Essence,5.0,Manuelle,Blanc,1.2
2848,Volkswagen,Caddy,,201000.0,2017.0,Tunis,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.6
2849,Mercedes Benz,190,4000.0,999000.0,1999.0,Tunis,Berline,Diesel,5.0,Manuelle,Autre,1.0
2850,Suzuki,Baleno,40000.0,3267.0,2022.0,Ben Arous,Berline,Essence,4.0,Manuelle,Gris,4.0
2851,Citroen,C5,34400.0,211000.0,2009.0,Nabeul,Berline,Diesel,6.0,Manuelle,Noir,1.6
2852,Isuzu,D Max,,,2023.0,Sidi Bouzid,Autres,Diesel,8.0,Manuelle,Blanc,1.1
2853,Peugeot,208,27000.0,105000.0,2014.0,Ben Arous,Autres,Essence,4.0,Manuelle,Gris,1.0
2854,Kia,Picanto,40000.0,110000.0,2018.0,Manouba,Compacte,Essence,4.0,Manuelle,Noir,1.4
2855,Peugeot,508,,216000.0,2013.0,Tunis,Compacte,Essence,7.0,Automatique,Blanc,4.0
2856,Renault,R4,5500.0,300000.0,1981.0,Médenine,Berline,Essence,5.0,Manuelle,Bleu,3.0
2857,Toyota,Land Cruiser,,400000.0,2001.0,Ariana,4 X 4,Diesel,17.0,Manuelle,Blanc,4.0
2858,Renault,Megane Estate,19800.0,250000.0,2005.0,Sousse,Autres,Essence,6.0,Manuelle,Noir,1.4
2859,Isuzu,D Max,30500.0,308219.0,2007.0,Kairouan,Autres,Diesel,2.5,Manuelle,Gris,2.5
2860,Citroen,Nemo,,172000.0,2016.0,Bizerte,Utilitaire,Diesel,6.0,Manuelle,Blanc,1.4
2861,Renault,Megane,,380000.0,2009.0,Médenine,Berline,Essence,6.0,Manuelle,Gris,1.4
2862,Toyota,Aygo,20000.0,23000.0,2022.0,Béja,Autres,Essence,6.0,Manuelle,Noir,1.2
2863,Citroen,C3 Pluriel,18000.0,190000.0,2005.0,Tunis,Cabriolet,Essence,5.0,Manuelle,Orange,1.4
2864,Citroen,C4,22000.0,234000.0,2007.0,Manouba,Berline,Essence,6.0,Manuelle,Bleu,1.4
2865,Dacia,Sandero,6666.0,170000.0,2015.0,Jendouba,Compacte,Essence,5.0,Manuelle,Noir,1.2
2866,Mercedes Benz,Classe B,,135000.0,2015.0,Tunis,Monospace,Essence,7.0,Manuelle,Blanc,1.8
2867,Mahindra,Hover,32000.0,58000.0,2019.0,Tunis,Berline,Essence,5.0,Manuelle,Rouge,1.1
2868,Peugeot,301,22500.0,149000.0,2013.0,Ben Arous,Berline,Essence,5.0,Manuelle,Noir,1.2
2870,Audi,A4,40000.0,230000.0,2015.0,Nabeul,Berline,Essence,7.0,Manuelle,Blanc,1.8
2871,Ac,Cobra,20000.0,,2023.0,Sousse,Compacte,Essence,4.0,Automatique,Gris,2.0
2872,Renault,Symbol,,278000.0,2011.0,Nabeul,Autres,Essence,4.0,Manuelle,Beige,1.4
2873,Peugeot,Expert,,,2013.0,Sousse,Utilitaire,Diesel,7.0,Manuelle,Blanc,2.0
2874,Volkswagen,Polo,28000.0,195000.0,2011.0,Ben Arous,Compacte,Essence,4.0,Manuelle,Bleu,1.5
2875,Renault,Clio,6500.0,240000.0,1996.0,Zaghouan,Compacte,Diesel,6.0,Manuelle,Bleu,1.2
2876,Chery,Tiggo,,22000.0,2022.0,Sfax,4 X 4,Essence,6.0,Automatique,Blanc,1.5
2877,Peugeot,508,37000.0,177000.0,2012.0,Nabeul,Berline,Diesel,6.0,Automatique,Noir,1.6
2878,Citroen,C15,,,,Sousse,Autres,Diesel,0.0,Manuelle,Blanc,1.0
2879,Ssangyong,Korando,,230000.0,2011.0,Sousse,4 X 4,Diesel,10.0,Manuelle,Beige,2.0
2880,Renault,Symbol,,152940.0,2014.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.1
2881,Autres,Autre,42500.0,74700.0,2017.0,Tunis,Autres,Essence,6.0,Manuelle,Noir,1.6
2882,Chery,Tiggo,60000.0,,2022.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Blanc,1.4
2883,Mahindra,Scorpion,17600.0,27000.0,2021.0,Ariana,4 X 4,Essence,5.0,Manuelle,Gris,1.2
2884,Ford,Ka,25000.0,110000.0,2014.0,Tunis,Autres,Essence,4.0,Manuelle,Autre,1.2
2885,Toyota,Yaris Verso,36500.0,198000.0,2016.0,Manouba,Berline,Essence,5.0,Manuelle,Gris,1.4
2886,Peugeot,308,23000.0,240000.0,2008.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Noir,1.4
2887,Peugeot,208,43000.0,30000.0,2019.0,Kairouan,Compacte,Essence,5.0,Manuelle,Bleu,1.2
2888,Fiat,Grande Punto,,231000.0,2007.0,Kairouan,Berline,Essence,5.0,Manuelle,Gris,1.2
2889,Citroen,C4 Cactus,40000.0,100000.0,2016.0,Bizerte,Berline,Essence,5.0,Manuelle,Violet,1.2
2890,Bmw,Serie 5,,134000.0,2013.0,Sousse,Berline,Essence,10.0,Automatique,Noir,2.0
2891,Mazda,3,53000.0,199000.0,2017.0,Sfax,Compacte,Essence,6.0,Manuelle,Blanc,1.5
2892,Kia,Rio,,48000.0,2022.0,Monastir,Autres,Essence,5.0,Manuelle,Gris,3.0
2893,Volkswagen,Polo,,285000.0,2005.0,Ariana,Autres,Essence,4.0,Automatique,Blanc,3.0
2894,Peugeot,Partner,18000.0,361100.0,2010.0,Siliana,Autres,Diesel,7.0,Manuelle,Gris,2.0
2895,Citroen,Jumpy,,,2003.0,Tozeur,Autres,Diesel,7.0,Manuelle,Blanc,2.8
2897,Kia,Cerato,48000.0,198000.0,2014.0,Manouba,Berline,Essence,8.0,Automatique,Blanc,1.6
2898,Peugeot,Expert,,358000.0,2011.0,Tunis,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.6
2900,Nissan,Juke,63000.0,98000.0,2017.0,Tunis,Autres,Essence,6.0,Manuelle,Noir,1.3
2901,Mazda,2,34000.0,160000.0,2016.0,Tunis,Compacte,Essence,6.0,Manuelle,Gris,1.6
2902,Hyundai,I 10,,,,Manouba,Autres,Essence,0.0,Manuelle,Noir,1.2
2903,Fiat,Fiorino,,50000.0,2022.0,Nabeul,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.6
2904,Peugeot,206,16000.0,274000.0,2007.0,Kébili,Compacte,Essence,6.0,Manuelle,Blanc,1.4
2905,Citroen,C-Elysée,25000.0,142000.0,2017.0,Tataouine,Compacte,Essence,5.0,Manuelle,Beige,1.2
2906,Citroen,Berlingo,16000.0,,2010.0,Ben Arous,Berline,Diesel,5.0,Manuelle,Blanc,1.6
2907,Fiat,500X,46000.0,50000.0,2017.0,Sousse,Autres,Essence,4.0,Manuelle,Noir,1.2
2908,Chevrolet,Cruze,,160000.0,2011.0,Nabeul,Berline,Essence,7.0,Automatique,Rouge,1.4
2909,Fiat,500L,23000.0,,2021.0,Sfax,4 X 4,Essence,,Manuelle,Rouge,1.1
2910,Mahindra,Scorpion,19000.0,137000.0,2023.0,Sfax,4 X 4,Diesel,5.0,Manuelle,Gris,2.5
2911,Mazda,2,27000.0,,,Béja,4 X 4,Diesel,,Manuelle,Blanc,1.4
2912,Fiat,Uno,7000.0,350000.0,1984.0,Sfax,Berline,Essence,4.0,Manuelle,Gris,1.2
2913,Peugeot,205,7400.0,,1998.0,Manouba,Autres,Diesel,0.0,Manuelle,Rouge,1.1
2914,Citroen,C-Elysée,25000.0,146601.0,2016.0,Nabeul,Berline,Essence,5.0,Manuelle,Gris,3.0
2915,Dacia,Logan,,,2012.0,Sfax,Autres,Diesel,6.0,Manuelle,Gris,1.5
2916,Audi,A4,35500.0,193000.0,2010.0,Sfax,Berline,Essence,7.0,Manuelle,Noir,1.6
2917,Ford,Fiesta,26500.0,140000.0,2011.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,1.4
2918,Lancia,Ypsilon,28000.0,132000.0,2012.0,Ariana,Compacte,Essence,4.0,Manuelle,Blanc,1.2
2919,Nissan,Juke,42000.0,96000.0,2015.0,Sousse,Autres,Essence,6.0,Manuelle,Noir,1.6
2920,Fiat,Doblo,42000.0,45000.0,2020.0,Tunis,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.3
2921,Mercedes Benz,Classe Gla,84900.0,200000.0,2015.0,Sousse,4 X 4,Essence,8.0,Automatique,Noir,1.6
2922,Citroen,C5,28000.0,200000.0,2009.0,Ben Arous,Berline,Essence,6.0,Automatique,Noir,2.0
2923,Bmw,X5,,180000.0,2005.0,Ariana,4 X 4,Essence,21.0,Automatique,Gris,4.0
2924,Skoda,Octavia,,300000.0,2000.0,Sousse,Compacte,Essence,7.0,Manuelle,Gris,1.6
2925,Renault,R11,2500.0,500000.0,1990.0,Monastir,Autres,Essence,7.0,Manuelle,Beige,1.5
2926,Renault,Clio,25000.0,205000.0,2009.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,1.4
2927,Fiat,500,,146000.0,2011.0,Ariana,Autres,Essence,4.0,Manuelle,Blanc,1.2
2928,Peugeot,Expert,20000.0,380000.0,2007.0,Kairouan,Berline,Diesel,5.0,Manuelle,Blanc,1.6
2930,Peugeot,208,40000.0,65000.0,2020.0,Sfax,Compacte,Essence,4.0,Manuelle,Blanc,1.2
2931,Renault,Megane,17800.0,300000.0,2004.0,Ben Arous,Berline,Essence,6.0,Manuelle,Gris,1.4
2932,Volkswagen,Transporter,,,1997.0,Monastir,Autres,Diesel,,Manuelle,Blanc,1.2
2933,Peugeot,205,7800.0,,1998.0,Manouba,Autres,Diesel,0.0,Manuelle,Rouge,1.0
2934,Chery,Tiggo,46000.0,31600.0,2020.0,Sfax,4 X 4,Essence,6.0,Manuelle,Bleu,1.5
2935,Kia,Rio,,88000.0,2017.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,4.0
2936,Mazda,E2000,8000.0,99999.0,2004.0,Zaghouan,Monospace,Diesel,9.0,Manuelle,Blanc,2.0
2937,Ford,Focus,,51000.0,2018.0,Tunis,4 X 4,Essence,7.0,Manuelle,Bleu,1.5
2938,Peugeot,404,21000.0,50000.0,1981.0,Médenine,Pick Up,Diesel,7.0,Manuelle,Beige,2.0
2939,Mitsubishi,Pajero Sport,25000.0,40000.0,1993.0,Sfax,4 X 4,Diesel,,Manuelle,Gris,2.5
2940,Citroen,Berlingo,22000.0,299000.0,2011.0,Le Kef,Utilitaire,Diesel,6.0,Manuelle,Gris,1.6
2941,Kia,Rio,34000.0,122763.0,,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.2
2942,Nissan,Qashqai,36000.0,240000.0,2011.0,Manouba,4 X 4,Diesel,6.0,Automatique,Noir,2.0
2943,Renault,Clio,,150000.0,2018.0,Sousse,Utilitaire,Essence,5.0,Manuelle,Bleu,1.2
2944,Volkswagen,Golf,,153000.0,2015.0,Ariana,Compacte,Essence,5.0,Manuelle,Autre,1.2
2945,Bmw,Série 1,38000.0,185000.0,2007.0,Sousse,Compacte,Essence,7.0,Automatique,Noir,1.6
2946,Fiat,Grande Punto,22000.0,230000.0,2016.0,Médenine,Autres,Essence,,Manuelle,Blanc,4.0
2947,Kia,Rio,,190000.0,2010.0,Tunis,Berline,Essence,6.0,Manuelle,Gris,1.6
2948,Chevrolet,Spark,20500.0,143000.0,2010.0,Sfax,Compacte,Essence,4.0,Manuelle,Bleu,1.0
2949,Ford,Fiesta,21000.0,150000.0,2013.0,Ben Arous,Autres,Diesel,5.0,Automatique,Rouge,1.2
2950,Renault,B120,,200000.0,2000.0,Monastir,Autres,Essence,4.0,Manuelle,Autre,1.4
2951,Volkswagen,Golf,73800.0,67000.0,2019.0,Ben Arous,Berline,Essence,6.0,Manuelle,Bleu,1.1
2952,Renault,Clio,10000.0,,2003.0,Ben Arous,Autres,Essence,5.0,Manuelle,Autre,3.0
2953,Seat,Toledo,,107000.0,2020.0,Sfax,Berline,Essence,4.0,Manuelle,Rouge,1.0
2954,Isuzu,D Max,,,,Tunis,4 X 4,Diesel,11.0,Automatique,Blanc,1.9
2955,Volkswagen,Golf Plus,,174000.0,2012.0,Gabes,Compacte,Diesel,5.0,Manuelle,Noir,1.6
2956,Peugeot,Bipper,20000.0,238000.0,,Jendouba,Autres,Diesel,5.0,Manuelle,Blanc,2.0
2957,Autres,Autre,68000.0,42000.0,2019.0,Tunis,Compacte,Essence,7.0,Automatique,Rouge,1.5
2958,Ac,Cobra,37000.0,42000.0,2019.0,Tunis,Cabriolet,Essence,4.0,Manuelle,Rouge,1.2
2959,Hyundai,Tucson,,15000.0,2021.0,Sfax,4 X 4,Essence,9.0,Automatique,Gris,2.0
2960,Hyundai,Grand I10,31000.0,101322.0,2016.0,Gabes,Berline,Essence,5.0,Manuelle,Gris,1.2
2961,Renault,R4,7000.0,215739.0,1985.0,Ben Arous,Autres,Essence,5.0,Manuelle,Blanc,4.0
2962,Ford,Focus,19000.0,255000.0,,Ariana,Autres,Essence,6.0,Manuelle,Gris,1.6
2963,Fiat,Uno,13000.0,230000.0,2005.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,1.0
2964,Peugeot,407 Sw,19500.0,318000.0,2006.0,Mahdia,Autres,Diesel,8.0,Manuelle,Gris,2.0
2965,Peugeot,106,10200.0,359000.0,1997.0,Ben Arous,Compacte,Essence,4.0,Manuelle,Vert,1.2
2966,Hyundai,H 1,111000.0,650000.0,2015.0,Siliana,Compacte,Diesel,8.0,Manuelle,Blanc,2.5
2967,Mercedes Benz,Classe E,6500.0,555556.0,1988.0,Gabes,Berline,Diesel,8.0,Manuelle,Gris,1.4
2968,Peugeot,206,,,1979.0,Médenine,Compacte,Essence,4.0,Manuelle,Blanc,4.0
2969,Fiat,Uno,8500.0,280000.0,2005.0,Bizerte,Autres,Essence,5.0,Automatique,Noir,1.2
2971,Ford,Fiesta,21500.0,150000.0,2013.0,Ben Arous,Autres,Essence,5.0,Automatique,Rouge,1.2
2972,Citroen,Berlingo,26200.0,214000.0,2016.0,Tunis,Autres,Diesel,5.0,Manuelle,Blanc,1.6
2973,Mercedes Benz,207D,,700000.0,1981.0,Siliana,Compacte,Diesel,8.0,Manuelle,Bleu,2.0
2974,Opel,Kadett,6000.0,,1985.0,Bizerte,Autres,Essence,5.0,Manuelle,Blanc,1.2
2975,Dacia,Dokker,80000.0,,2022.0,Sfax,Utilitaire,Diesel,6.0,Manuelle,Blanc,2.0
2976,Citroen,Jumpy,30000.0,350000.0,2011.0,Nabeul,Compacte,Diesel,1.6,Manuelle,Blanc,1.6
2977,Isuzu,D Max,45000.0,130000.0,2017.0,Manouba,Compacte,Diesel,11.0,Manuelle,Blanc,2.5
2978,Peugeot,206,,250000.0,2002.0,Siliana,Berline,Essence,5.0,Manuelle,Gris,1.4
2979,Isuzu,D Max,,370000.0,2017.0,Jendouba,Autres,Diesel,8.0,Manuelle,Blanc,2.2
2980,Kia,Rio,28500.0,200000.0,2011.0,Monastir,Autres,Essence,,Manuelle,Doré,1.2
2981,Renault,Kangoo,,,,Siliana,Autres,Diesel,0.0,Manuelle,Blanc,4.0
2982,Volkswagen,Passat,35000.0,200000.0,2008.0,Tunis,Berline,Diesel,6.0,Manuelle,Noir,1.9
2983,,,13000.0,,,Tunis,,,,,,
2984,Toyota,Land Cruiser,,290000.0,2000.0,Sousse,4 X 4,Diesel,17.0,Manuelle,Beige,4.0
2985,Toyota,Avensis,11111.0,,2001.0,Nabeul,Berline,Diesel,7.0,Manuelle,Gris,1.7
2986,Audi,A4,44000.0,217000.0,2010.0,Sousse,Berline,Diesel,8.0,Automatique,Noir,2.0
2987,Daihatsu,Terios,22000.0,290000.0,2008.0,Tunis,4 X 4,Essence,7.0,Automatique,Gris,2.0
2988,Volkswagen,Caddy,,120000.0,2021.0,Mahdia,Compacte,Diesel,6.0,Manuelle,Blanc,2.0
2989,Citroen,C15,7000.0,1003.0,,Ariana,Autres,Diesel,0.0,Manuelle,Blanc,1.1
2990,Isuzu,Trooper,18000.0,200000.0,1990.0,Manouba,Monospace,Diesel,10.0,Manuelle,Blanc,1.1
2991,Peugeot,208,31000.0,107000.0,2017.0,Ben Arous,Autres,Essence,5.0,Manuelle,Gris,1.2
2992,Renault,R4,4200.0,800000.0,1986.0,Tunis,Berline,Essence,5.0,Manuelle,Blanc,1.4
2993,Fiat,Palio,10800.0,205000.0,2002.0,Kairouan,Autres,Essence,2.0,Automatique,Blanc,1.4
2995,Citroen,C3,19600.0,350000.0,2009.0,Kairouan,Autres,Diesel,5.0,Manuelle,Gris,1.6
2996,Bmw,Série 1,,500000.0,2008.0,Ariana,Berline,Diesel,6.0,Manuelle,Autre,1.1
2997,Peugeot,Partner,,248952.0,2009.0,Tunis,Berline,Diesel,6.0,Manuelle,Blanc,1.6
2998,Renault,Clio,14000.0,300000.0,2010.0,Ariana,Berline,Essence,5.0,Manuelle,Jaune,1.2
2999,Ford,Fiesta,48000.0,130000.0,2018.0,Ariana,Berline,Essence,5.0,Manuelle,Autre,1.0
3000,Peugeot,206,11500.0,,2004.0,Zaghouan,Autres,Diesel,5.0,Manuelle,Gris,1.0
3001,Citroen,C-Elysée,24800.0,124000.0,2016.0,Manouba,Berline,Essence,5.0,Manuelle,Noir,1.2
3002,Autres,Autre,35000.0,130000.0,2017.0,Ariana,Compacte,Essence,5.0,Manuelle,Rouge,1.4
3003,Fiat,Linea,20000.0,270000.0,2011.0,Nabeul,Berline,Essence,6.0,Manuelle,Noir,1.5
3004,Isuzu,D Max,26500.0,400000.0,1993.0,Bizerte,Autres,Diesel,10.0,Manuelle,Blanc,2.5
3005,Volkswagen,Golf,33500.0,178000.0,2010.0,Ben Arous,Compacte,Essence,7.0,Manuelle,Noir,1.6
3006,Kia,Sorento,115000.0,210000.0,2016.0,Sousse,4 X 4,Diesel,12.0,Automatique,Marron,2.2
3007,Fiat,Punto,30000.0,120000.0,2017.0,Sfax,Compacte,Essence,4.0,Manuelle,Blanc,1.3
3008,Audi,A3,31000.0,190000.0,2006.0,Sousse,Compacte,Diesel,6.0,Manuelle,Gris,1.9
3009,Renault,R5,1300.0,,1980.0,Monastir,Compacte,Essence,4.0,Manuelle,Blanc,1.1
3010,Citroen,Nemo,,180000.0,2015.0,Tunis,Autres,Diesel,6.0,Manuelle,Blanc,4.0
3011,Chevrolet,Aveo,28000.0,120000.0,2017.0,Tunis,Berline,Essence,5.0,Manuelle,Rouge,1.2
3012,Peugeot,106,9800.0,,2000.0,Manouba,Compacte,Essence,4.0,Manuelle,Noir,1.1
3013,Renault,Symbol,23000.0,202000.0,2009.0,Ariana,Compacte,Essence,5.0,Manuelle,Beige,1.5
3014,Fiat,Doblo,,182900.0,2013.0,Tunis,Berline,Diesel,5.0,Manuelle,Blanc,1.3
3016,Ford,Fiesta,11500.0,200000.0,2000.0,Ariana,Berline,Essence,4.0,Manuelle,Vert,1.0
3017,Mini,Cooper,21000.0,219000.0,2004.0,Tunis,Compacte,Essence,7.0,Manuelle,Violet,1.6
3018,Chery,Qq,26000.0,76000.0,2019.0,Ben Arous,Autres,Essence,4.0,Manuelle,Blanc,1.1
3019,Toyota,Hilux,100000.0,200000.0,2018.0,Bizerte,Autres,Diesel,8.0,Automatique,Blanc,4.0
3020,Peugeot,206,18200.0,300000.0,2008.0,Le Kef,Compacte,Essence,6.0,Manuelle,Doré,1.4
3021,Autres,Autre,65000.0,48000.0,2018.0,Tunis,4 X 4,Essence,7.0,Manuelle,Autre,1.4
3022,Volkswagen,Polo,,111111.0,1999.0,Manouba,Compacte,Essence,5.0,Manuelle,Rouge,1.0
3023,Citroen,Jumpy,550000.0,180000.0,2017.0,Kairouan,Compacte,Diesel,7.0,Manuelle,Marron,2.0
3024,Renault,Kangoo,,,2005.0,Tunis,Pick Up,Essence,6.0,Manuelle,Gris,1.2
3025,Citroen,Nemo,25000.0,180000.0,2016.0,Kairouan,Autres,Diesel,,Manuelle,Noir,1.3
3026,Fiat,Fiorino,,17000.0,2022.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.3
3027,Peugeot,205,7000.0,300000.0,1996.0,Ben Arous,Autres,Essence,4.0,Manuelle,Blanc,4.0
3028,Autres,Autre,,100000.0,,Bizerte,Autres,Essence,,Automatique,Noir,1.2
3029,Citroen,Zx,5500.0,250000.0,1996.0,Mahdia,Berline,Essence,4.0,Manuelle,Vert,1.4
3030,Seat,Leon St,52000.0,125000.0,2016.0,Ariana,Compacte,Essence,6.0,Manuelle,Blanc,1.2
3031,Ford,Ranger,30000.0,320000.0,2008.0,Nabeul,4 X 4,Diesel,10.0,Manuelle,Gris,2.5
3032,Peugeot,Partner,18000.0,361152.0,2010.0,Siliana,Autres,Diesel,5.0,Manuelle,Bleu,1.8
3033,Renault,19,8700.0,400000.0,1992.0,Médenine,Autres,Essence,7.0,Manuelle,Blanc,1.4
3034,Peugeot,107,24000.0,191600.0,2011.0,Ben Arous,Autres,Essence,4.0,Manuelle,Gris,1.2
3035,Skoda,Octavia,89000.0,49000.0,2021.0,Ben Arous,Berline,Diesel,7.0,Manuelle,Gris,2.0
3036,Citroen,C-Elysée,20500.0,31000.0,2016.0,Ben Arous,Autres,Essence,5.0,Manuelle,Gris,1.2
3037,Volkswagen,Golf 3,,140000.0,1997.0,Sidi Bouzid,Compacte,Essence,6.0,Manuelle,Gris,1.4
3038,Toyota,Land Cruiser,,300000.0,1995.0,Ariana,4 X 4,Diesel,17.0,Manuelle,Blanc,4.0
3039,Peugeot,Expert,23000.0,197000.0,2013.0,Kasserine,Utilitaire,Diesel,7.0,Manuelle,Blanc,2.0
3040,Fiat,Fiorino,42000.0,56000.0,2021.0,Ariana,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.3
3041,Fiat,Punto,9700.0,100000.0,1996.0,Tunis,Monospace,Essence,4.0,Manuelle,Gris,1.5
3042,Peugeot,309,8000.0,150000.0,1991.0,Ben Arous,Autres,Essence,4.0,Manuelle,Blanc,4.0
3043,Ford,Ranger,19000.0,,2005.0,Zaghouan,Autres,Diesel,10.0,Manuelle,Gris,1.2
3044,Peugeot,407,19500.0,239000.0,2008.0,Manouba,Berline,Diesel,6.0,Manuelle,Bleu,1.6
3045,Fiat,Palio,12200.0,250000.0,2001.0,Ben Arous,Autres,Essence,4.0,Manuelle,Vert,1.1
3046,Mitsubishi,Lancer,13000.0,34000.0,2020.0,Manouba,Berline,Essence,4.0,Manuelle,Gris,1.0
3047,Autres,Autre,55000.0,10000.0,2020.0,Ariana,Autres,Essence,7.0,Automatique,Noir,1.4
3048,Renault,Symbol,,87000.0,2019.0,Tunis,Compacte,Essence,5.0,Manuelle,Bleu,1.2
3049,Citroen,C1,32000.0,62000.0,2017.0,Tunis,Berline,Essence,4.0,Manuelle,Rouge,1.0
3050,Volkswagen,Passat,,140000.0,2017.0,Monastir,Compacte,Essence,7.0,Manuelle,Noir,1.4
3051,Land Rover,Range Rover Evoque,120000.0,130000.0,2015.0,Tunis,4 X 4,Essence,14.0,Automatique,Blanc,2.0
3052,Volkswagen,Polo,15500.0,,,Tunis,Utilitaire,Essence,0.0,Manuelle,Gris,4.0
3053,Honda,Accent,26000.0,120000.0,2020.0,Sfax,Compacte,Essence,5.0,Manuelle,Rouge,1.2
3054,Volkswagen,Polo,9500.0,269000.0,1996.0,Nabeul,Compacte,Essence,5.0,Manuelle,Blanc,1.0
3055,Autres,Autre,57000.0,119000.0,2017.0,Ben Arous,4 X 4,Essence,9.0,Automatique,Orange,1.5
3056,Fiat,Doblo,20000.0,126386.0,2016.0,Sfax,Utilitaire,Diesel,5.0,Manuelle,Blanc,4.0
3057,Mini,One,38500.0,79000.0,2010.0,Tunis,Autres,Essence,5.0,Manuelle,Blanc,4.0
3058,Mitsubishi,Outlander,,317000.0,2007.0,Tunis,4 X 4,Diesel,9.0,Manuelle,Gris,2.0
3059,Mahindra,Hover,31000.0,60000.0,2019.0,Ariana,Compacte,Essence,5.0,Manuelle,Rouge,1.2
3060,Ford,Ranger,22000.0,500000.0,2008.0,Tunis,Utilitaire,Diesel,10.0,Automatique,Blanc,1.4
3061,Citroen,C3,25500.0,138000.0,2010.0,Tunis,Autres,Essence,5.0,Manuelle,Bleu,3.0
3062,Citroen,C35,40000.0,78000.0,2019.0,Ben Arous,Compacte,Essence,4.0,Automatique,Autre,1.2
3063,Volkswagen,Caddy,42000.0,190000.0,2019.0,Tunis,Utilitaire,Diesel,6.0,Manuelle,Gris,1.9
3064,Volkswagen,Golf,30000.0,290000.0,2010.0,Ben Arous,Berline,Diesel,5.0,Manuelle,Gris,1.6
3065,Nissan,Juke,46000.0,130000.0,2012.0,Tunis,4 X 4,Essence,7.0,Automatique,Rouge,1.2
3066,Mahindra,Scorpion,34000.0,70000.0,2020.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Noir,1.2
3067,Suzuki,Swift,42500.0,89000.0,2017.0,Tunis,Berline,Essence,5.0,Manuelle,Marron,1.4
3068,Dacia,Dokker,,150000.0,2018.0,Sfax,Autres,Diesel,,Manuelle,Blanc,3.0
3069,Peugeot,Partner,14800.0,38000.0,2006.0,Nabeul,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.2
3070,Ford,Mustang,,12000.0,2021.0,Béja,Autres,Essence,,Automatique,Blanc,4.0
3071,Ac,Seven,45000.0,76000.0,2017.0,Ben Arous,Autres,Essence,,Manuelle,Rouge,1.4
3072,Citroen,C3,42500.0,69000.0,2018.0,Tunis,Berline,Essence,4.0,Manuelle,Gris,1.2
3073,Autres,Autre,14800.0,38000.0,2006.0,Nabeul,Autres,Diesel,7.0,Manuelle,Blanc,1.1
3074,Volkswagen,Golf 7,,17000.0,2013.0,Sousse,Compacte,Essence,5.0,Manuelle,Blanc,1.2
3075,Kia,Sportage,92000.0,150000.0,2016.0,Sousse,4 X 4,Essence,10.0,Automatique,Noir,1.6
3076,Volkswagen,Vento,11000.0,10000.0,1995.0,Ben Arous,Compacte,Diesel,6.0,Manuelle,Gris,3.0
3077,Peugeot,3008,,18000.0,2022.0,Sousse,4 X 4,Essence,9.0,Automatique,Blanc,1.6
3078,Audi,A4,,197000.0,2010.0,Sfax,Compacte,Essence,7.0,Manuelle,Noir,1.6
3079,Ford,Ranger,,347000.0,2010.0,Sfax,Compacte,Diesel,10.0,Manuelle,Gris,2.0
3080,Opel,Corsa,9500.0,290000.0,1999.0,Tunis,Compacte,Essence,4.0,Manuelle,Noir,3.0
